,id,gericht,urteilsdatum,fall_nr,url_link,verfahrensart,geschlecht,nationalitaet,hauptdelikt,mehrfach,gewerbsmaessig,bandenmaessig,deliktssumme,nebenverurteilungsscore,vorbestraft,vorbestraft_einschlaegig,freiheitsstrafe_in_monaten,vollzug
44,178,Bezirksgericht Zürich,2017-07-21,SB170314,https://www.gerichte-zh.ch/fileadmin/user_upload/entscheide/oeffentlich/SB170314-O1.pdf,0,weiblich,Ausländerin/Ausländer,Diebstahl,False,False,False,1340,2,False,False,4,0
45,131,Bezirksgericht Uster,2017-08-08,SB180036,https://www.gerichte-zh.ch/fileadmin/user_upload/entscheide/oeffentlich/SB180036-O1.pdf,0,männlich,Ausländerin/Ausländer,Diebstahl,False,False,False,299,1,True,True,6,2
46,59,Bezirksgericht Zürich,2017-08-23,SB170415,https://www.gerichte-zh.ch/fileadmin/user_upload/entscheide/oeffentlich/SB170415-O1.pdf,0,weiblich,Ausländerin/Ausländer,ung. Geschäftsbesorgung,True,False,False,10000000,6,False,False,30,1
47,60,Bezirksgericht Zürich,2017-10-30,SB180066,https://www.gerichte-zh.ch/fileadmin/user_upload/entscheide/oeffentlich/SB180066-O1.pdf,0,männlich,unbekannt,Veruntreuung,True,False,False,15000,3,True,True,7,2
48,169,Bezirksgericht Zürich,2017-11-10,SB180030,https://www.gerichte-zh.ch/fileadmin/user_upload/entscheide/oeffentlich/SB180030-O1.pdf,0,weiblich,unbekannt,Veruntreuung,True,True,False,4097832,3,False,False,32,1
49,135,Bezirksgericht Zürich,2017-12-07,SB180109,https://www.gerichte-zh.ch/fileadmin/user_upload/entscheide/oeffentlich/SB180109-O1.pdf,0,männlich,Ausländerin/Ausländer,betr. Missbrauch DVA,False,True,False,3724,3,True,True,16,0
50,58,Bezirksgericht Dielsdorf,2018-02-23,SB180545,https://www.gerichte-zh.ch/fileadmin/user_upload/entscheide/oeffentlich/SB180545-O1.pdf,0,männlich,unbekannt,Veruntreuung,True,False,False,562375,4,False,False,18,0
51,45,Bezirksgericht Zürich,2018-02-28,SB180182,https://www.gerichte-zh.ch/fileadmin/user_upload/entscheide/oeffentlich/SB180182-O1.pdf,0,männlich,unbekannt,ung. Geschäftsbesorgung,False,False,False,3000000,0,True,True,22,0
52,53,Bezirksgericht Zürich,2018-03-21,SB180264,https://www.gerichte-zh.ch/fileadmin/user_upload/entscheide/oeffentlich/SB180264-O1.pdf,0,männlich,unbekannt,ung. Geschäftsbesorgung,True,False,False,169062,7,True,True,27,2
53,143,Bezirksgericht Dielsdorf,2018-03-23,SB180517,https://www.gerichte-zh.ch/fileadmin/user_upload/entscheide/oeffentlich/SB180517-O1.pdf,0,männlich,Ausländerin/Ausländer,Diebstahl,False,True,True,17330,4,True,True,32,2
54,5,Bezirksgericht Winterthur,2018-05-16,SB180363,https://entscheidsuche.ch/docs/ZH_Obergericht/ZH_OG_002_SB180363_2019-06-25.pdf,0,weiblich,Ausländerin/Ausländer,Betrug,True,False,False,215338,2,False,False,18,0
55,120,Bezirksgericht Zürich,2018-05-23,SB180343,https://www.gerichte-zh.ch/fileadmin/user_upload/entscheide/oeffentlich/SB180343-O1.pdf,0,männlich,unbekannt,Betrug,False,True,False,34000,2,True,True,30,2
56,140,Bezirksgericht Winterthur,2018-07-12,SB180525,https://www.gerichte-zh.ch/fileadmin/user_upload/entscheide/oeffentlich/SB180525-O1.pdf,0,männlich,Ausländerin/Ausländer,Betrug,False,True,False,135600,1,True,True,30,2
57,183,Bezirksgericht Päffikon,2018-07-20,SB180513,https://www.gerichte-zh.ch/fileadmin/user_upload/entscheide/oeffentlich/SB180513-O1.pdf,0,männlich,unbekannt,ung. Geschäftsbesorgung,False,False,False,2674,4,True,False,7,0
58,10,Bezirksgericht Meilen,2018-08-23,SB180491,https://www.gerichte-zh.ch/fileadmin/user_upload/entscheide/oeffentlich/SB180491-O1.pdf,0,männlich,Ausländerin/Ausländer,Betrug,False,True,False,10000,2,True,True,12,2
59,57,Bezirksgericht Dietikon,2018-09-12,SB190110,https://www.gerichte-zh.ch/fileadmin/user_upload/entscheide/oeffentlich/SB190110-O1.pdf,0,weiblich,unbekannt,Veruntreuung,False,False,False,133090,0,False,False,20,0
60,137,Bezirksgericht Bülach,2018-10-03,SB180508,https://www.gerichte-zh.ch/fileadmin/user_upload/entscheide/oeffentlich/SB180508-O1.pdf,0,männlich,Ausländerin/Ausländer,Betrug,False,True,False,118200,0,True,False,20,2
61,119,Bezirksgericht Winterthur,2018-10-25,SB190113,https://www.gerichte-zh.ch/fileadmin/user_upload/entscheide/oeffentlich/SB190113-O1.pdf,0,männlich,Ausländerin/Ausländer,Diebstahl,False,True,False,160000,4,True,True,48,2
62,127,Bezirksgericht Bülach,2018-11-06,SB190160,https://www.gerichte-zh.ch/fileadmin/user_upload/entscheide/oeffentlich/SB190160-O1.pdf,0,männlich,Ausländerin/Ausländer,Diebstahl,True,True,True,17800,2,True,True,8,0
63,8,Bezirksgericht Zürich,2018-11-08,SB190020,https://www.gerichte-zh.ch/fileadmin/user_upload/entscheide/oeffentlich/SB190020-O1.pdf,0,männlich,unbekannt,betr. Missbrauch DVA,True,False,False,100001,0,False,False,14,0
64,50,Bezirksgericht Bülach,2019-01-18,SB190267,https://www.gerichte-zh.ch/fileadmin/user_upload/entscheide/oeffentlich/SB190267-O1.pdf,0,männlich,Ausländerin/Ausländer,Veruntreuung,True,False,False,40000,0,False,False,5,0
65,136,Bezirksgericht Winterthur,2019-02-21,SB190217,https://www.gerichte-zh.ch/fileadmin/user_upload/entscheide/oeffentlich/SB190217-O1.pdf,0,männlich,Ausländerin/Ausländer,Diebstahl,True,False,False,2115,2,True,True,12,2
66,11,Bezirksgericht Horgen,2019-05-15,SB190520,https://www.gerichte-zh.ch/fileadmin/user_upload/entscheide/oeffentlich/SB190520-O1.pdf,0,männlich,unbekannt,Betrug,False,True,False,802953,3,False,False,30,1
